reviewer,time,context,ranking,Chi nhánh,Sentiment,pre_context,tokens
KAZUKI OKURA,3 năm trước,"Địa điểm: cgv vincom đồng khởi
Thời gian: 12:30
Vé: doraemon 12:50〜 2 người …",1,CGV Vincom Đồng Khởi,0,địa cgv vincom đồng khởi thời gian 12 30 vé doraemon 12 50 2,"['địa', 'cgv', 'vincom', 'đồng_khởi', 'thời_gian', '12', '30', 'vé', 'doraemon', '12', '50', '2']"
Айрэн Тубчинова,4 tháng trước,Hội trường bốc mùi nấm mốc và nước tiểu. Quảng cáo được hiển thị trong 15 phút,1,CGV Celadon,0,hội trường bốc mùi nấm mốc tiểu quảng cáo hiển thị 15 phút,"['hội_trường', 'bốc', 'mùi', 'nấm_mốc', 'tiểu', 'quảng_cáo', 'hiển_thị', '15', 'phút']"
Lone tone tv,một năm trước,"Hệ thống cgv, cứ suất chiếu khuya là tắt điều hoà sớm, rất là nóng và khó chịu",1,CGV Thảo Điền,0,hệ thống cgv suất chiếu khuya tắt hoà nóng,"['hệ_thống', 'cgv', 'suất', 'chiếu', 'khuya', 'tắt', 'hoà', 'nóng']"
Minh Nghiem,3 năm trước,Dùng hình ảnh của idol Trung quốc sharp đường lưỡi bò mang tính chất phản động.,1,CGV Vincom Đồng Khởi,0,hình ảnh idol trung quốc sharp đường lưỡi bò chất phản động,"['hình_ảnh', 'idol', 'trung', 'quốc', 'sharp', 'đường', 'lưỡi', 'bò', 'chất', 'phản_động']"
hiếu văn,7 tháng trước,ngồi xem phim gần 2 tiếng đồng hồ. Rạp nóng như lò lửa. K bật nổi cái máy lạnh.,1,CGV Celadon,0,phim 2 tiếng đồng hồ rạp nóng lò lửa k bật nổi máy lạnh,"['phim', '2', 'tiếng', 'đồng_hồ', 'rạp', 'nóng', 'lò', 'lửa', 'k', 'bật', 'nổi', 'máy_lạnh']"
Trong Nghia Nguyen,7 tháng trước,Tự ý gài khách hàng nua combo 1 bắp 1 nước tăng lý giá 250k mà ko giải thích rõ,1,CGV Pearl Plaza,0,gài hàng nua combo 1 bắp 1 lý giá 250k ko giải,"['gài', 'hàng', 'nua', 'combo', '1', 'bắp', '1', 'lý', 'giá', '250k', 'ko', 'giải']"
Nam Nguyễn,một năm trước,"Hôm nay 22.07.2023
Missing Impossible rạp số 1
Do rạp đông nên book ghế thường ngồi cho riêng tư …",1,CGV CT,0,hôm 22 07 2023 missing impossible rạp 1 rạp đông book ghế tư,"['hôm', '22', '07', '2023', 'missing', 'impossible', 'rạp', '1', 'rạp', 'đông', 'book', 'ghế', 'tư']"
Thịnh Bolero,8 tháng trước,"Rạp không gian còn khá trật
Ghế ngồi không thoải mái
Màn hình chiếu phim ánh sáng kém …",1,CGV Satra Củ Chi,0,rạp gian trật ghế thoải mái màn hình chiếu phim ánh kém,"['rạp', 'gian', 'trật', 'ghế', 'thoải_mái', 'màn_hình_chiếu_phim', 'ánh', 'kém']"
Tam Ndt,một năm trước,"nhân viên thái độ, không lịch sự, nói chuyện trỗng không, không có chủ ngữ. quá thất vọng",1,CGV Vincom Thủ Đức,0,nhân viên thái độ lịch trỗng chủ ngữ thất vọng,"['nhân_viên', 'thái_độ', 'lịch', 'trỗng', 'chủ_ngữ', 'thất_vọng']"
Ngô Thuỳ Thanh Nhã,một năm trước,"Thề luôn book 3D xen ko khác 2D. Kính thì hỏng
Âm thanh phim hạn chế, toàn nghe tiếng nhau bắp",1,CGV Cresent Mall,0,thề book 3d xen ko 2d kính hỏng âm phim hạn chế toàn tiếng bắp,"['thề', 'book', '3d', 'xen', 'ko', '2d', 'kính', 'hỏng', 'âm', 'phim', 'hạn_chế', 'toàn', 'tiếng', 'bắp']"
Thanh Pham,4 năm trước,Khách chờ lâu mới phục vụ. Thái độ nhân viên phục vụ ko nhiệt tình niềm nở vs khách. Thất vọng,1,CGV Satra Củ Chi,0,chờ phục vụ thái độ nhân viên phục vụ ko nhiệt tình niềm nở vs thất vọng,"['chờ', 'phục_vụ', 'thái_độ', 'nhân_viên', 'phục_vụ', 'ko', 'nhiệt_tình', 'niềm_nở', 'vs', 'thất_vọng']"
Mc Duy Trường,7 tháng trước,Đang xem phim lật mặt 7 . Còn cả 30 phít nữa mới hết mà sao tắt điều hòa rồi . Móa tức điên lên,1,CGV Vincom Thủ Đức,0,phim lật mặt 7 30 phít tắt hòa móa tức điên,"['phim', 'lật', 'mặt', '7', '30', 'phít', 'tắt_hòa_móa', 'tức', 'điên']"
quốc anh phạm,11 tháng trước,"Chiếu phim cũ nhưng thông tin ko rõ ràng, gây hiểu lầm. Thông tin phim chiếu lại thì để mập mờ.",1,CGV Vivo City,0,chiếu phim cũ thông ko ràng lầm thông phim chiếu mập mờ,"['chiếu_phim', 'cũ', 'thông', 'ko', 'ràng', 'lầm', 'thông', 'phim', 'chiếu', 'mập_mờ']"
Thy Phụng,2 tháng trước,"thái độ nhân viên khó chịu, khách vào thì k hỏi han gì hết chỉ đứng nhìn thôi, khó chịu vô cùng",1,CGV Celadon,0,thái độ nhân viên k han đứng vô,"['thái_độ', 'nhân_viên', 'k', 'han', 'đứng', 'vô']"
Quang Đặng,một tháng trước,"Rạp phim quá tệ , ghế cót két , khung hình bị che hết bởi người ngồi trước . Vết bẩn của Quận 1",1,CGV Vincom Đồng Khởi,0,rạp phim tệ ghế cót két khung hình che vết bẩn 1,"['rạp', 'phim', 'tệ', 'ghế', 'cót_két', 'khung', 'hình', 'che', 'vết', 'bẩn', '1']"
Andrea Pietrapertosa,3 năm trước,"Không được giới thiệu nếu bạn có con, vào tối thứ Bảy không có phim dành cho người dưới 18 tuổi.",1,CGV Vincom Center Landmark,0,giới thiệu tối bảy phim 18,"['giới_thiệu', 'tối', 'bảy', 'phim', '18']"
Captain America,5 năm trước,"Cực tệ, sinh ra Vip mà bắt mua vé chung với quầy thường. Vậy sinh ra quầy Vip là gì ko biết nữa.",1,CGV Vincom Gò vấp,0,cực tệ sinh vip bắt mua vé quầy sinh quầy vip ko,"['cực', 'tệ', 'sinh', 'vip', 'bắt', 'mua', 'vé', 'quầy', 'sinh', 'quầy', 'vip', 'ko']"
Que Lam H ANGOC,10 tháng trước,Nhân viên bắt bạn phải mua combo và những thứ bạn không yêu cầu khi chưa có sự đồng ý của bạn. …,1,CGV Thảo Điền,0,nhân viên bắt mua combo yêu cầu đồng,"['nhân_viên', 'bắt', 'mua', 'combo', 'yêu_cầu', 'đồng']"
Nguyen Duy,3 tháng trước,Khuyên mn có voucher thì xài thẳg qua app đặt vé chứ đừg tới quầy mua r rước thêm bực vô người. …,1,CGV Vivo City,0,khuyên mn voucher xài thẳg app vé đừg quầy mua r rước bực vô,"['khuyên', 'mn', 'voucher', 'xài', 'thẳg', 'app', 'vé', 'đừg', 'quầy', 'mua', 'r', 'rước', 'bực', 'vô']"
Ker Ker,5 năm trước,Chuyển từ sub sang lồng tiếng mà không thông báo cho khách hàng. Và tìm lý do để che đậy điều đó.,1,CGV Vincom Gò vấp,0,sub lồng tiếng thông báo hàng lý che đậy,"['sub', 'lồng_tiếng', 'thông_báo', 'hàng', 'lý', 'che_đậy']"
Cahill Duong,2 năm trước,"Địa điểm quá kém cho trải nghiệm mua sắm, giải trí, hiện tại trên tầng rạp phim bị dột nhiều nơi,",1,CGV Pandora City,0,địa kém trải nghiệm mua sắm giải trí hiện tầng rạp phim dột,"['địa', 'kém', 'trải', 'nghiệm', 'mua_sắm', 'giải_trí', 'hiện', 'tầng', 'rạp', 'phim_dột']"
nguyen liem,một năm trước,Nay cgv bán bắp ăn bị trúng thực mắc ói .mua coca zero thì đưa coca thường uống là biết liền luôn,1,CGV Cresent Mall,0,cgv bắp trúng thực mắc ói mua coca zero coca uống liền,"['cgv', 'bắp', 'trúng_thực', 'mắc', 'ói', 'mua', 'coca', 'zero', 'coca', 'uống', 'liền']"
Xuân Mai,2 năm trước,"Thái độ nhân viên rất tệ, nói chuyện như muốn quát vào mặt khách, rạp nên xem lại cách tranning nv",1,CGV Vincom Gò vấp,0,thái độ nhân viên tệ quát mặt rạp tranning nv,"['thái_độ', 'nhân_viên', 'tệ', 'quát', 'mặt', 'rạp', 'tranning', 'nv']"
Quyền Huỳnh,một năm trước,Nhân viên cgv không quan tâm lời nói khách hàng..mua bắp nước tự ý quyết định không ra giá ra bill,1,CGV Vincom Gò vấp,0,nhân viên cgv quan tâm hàng mua bắp quyết định giá bill,"['nhân_viên', 'cgv', 'quan_tâm', 'hàng', 'mua', 'bắp', 'quyết_định_giá', 'bill']"
Hiền Nguyễn Văn,4 tháng trước,"Hôm nay đi xem phim mà quảng cáo quá lâu và nhiều, chiếu trễ tận 30p so với thời gian trên vé",1,CGV Vincom Center Landmark,0,hôm đi phim quảng cáo chiếu trễ tận 30p thời gian vé,"['hôm', 'đi', 'phim', 'quảng_cáo', 'chiếu', 'trễ', 'tận', '30p', 'thời_gian', 'vé']"
Dao Bill,một năm trước,Quầy bắp nước bán không giải thích rõ ràng bán combo đắt hơn combo bình thường cho khách.,1,CGV Liberty Citypoint,0,quầy bắp giải ràng combo đắt combo bình,"['quầy', 'bắp', 'giải', 'ràng', 'combo', 'đắt', 'combo', 'bình']"
Cường Phạm,một năm trước,"Trải nghiệm rất tệ, xem phim rạp số 4 ngày 11.03 suất 20h10, rạp ko hề bật máy lạnh, rất nóng",1,CGV Vincom Thủ Đức,0,trải nghiệm tệ phim rạp 4 11 03 suất 20h10 rạp ko hề bật máy lạnh nóng,"['trải', 'nghiệm', 'tệ', 'phim', 'rạp', '4', '11', '03', 'suất', '20h10', 'rạp', 'ko', 'hề', 'bật', 'máy_lạnh', 'nóng']"
LƯU HỒNG HUÂN 12C5,3 tháng trước,thấy thành viên u22 rồi không hỏi thẻ thành viên đâu luôn trải nghiệm cực tệ khuyên kh nên đi,1,CGV Celadon,0,thành viên u22 thẻ thành viên trải nghiệm cực tệ khuyên kh đi,"['thành_viên', 'u22', 'thẻ', 'thành_viên', 'trải', 'nghiệm', 'cực', 'tệ', 'khuyên', 'kh', 'đi']"
hương thu,một năm trước,Lịch chiếu film Lật mặt 21h50 ngày 27/4 đến 22h30 vẫn chưa chiếu film Rạp làm ăn chán đời,1,CGV Vivo City,0,lịch chiếu film lật mặt 21h50 27 4 22h30 chiếu film rạp chán đời,"['lịch', 'chiếu', 'film', 'lật', 'mặt', '21h50', '27', '4', '22h30', 'chiếu', 'film', 'rạp', 'chán', 'đời']"
Brad Smith,một năm trước,Lý do tồi tệ nhất cho một trung tâm mua sắm ở châu Á mà tôi từng thấy. Nó không có gì cả.,1,CGV Giga Mall Thủ Đức,0,lý tồi tệ trung tâm mua sắm châu,"['lý', 'tồi_tệ', 'trung_tâm', 'mua_sắm', 'châu']"
Tran Minh Thang Tran,7 năm trước,"rất tệ màn hình coi tối thui , đường đèn lên chỗ ngồi thì hok rõ, chỉ có lối đi lên xuống",1,CGV CT,0,tệ màn hình coi tối thui đường đèn chỗ hok lối đi,"['tệ', 'màn_hình', 'coi', 'tối', 'thui', 'đường', 'đèn', 'chỗ', 'hok', 'lối', 'đi']"
Liêu Khanh,2 năm trước,CGV KHÔNG CÓ TIỀN ĐÓNG TIỀN ĐIỆN ! XEM PHIM MÀ NHƯ ĐI XÔNG HƠI 16:30   6/11/2022 RẠP SỐ 2,1,CGV Satra Củ Chi,0,cgv tiền đóng tiền điện phim đi xông hơi 16 30 6 11 2022 rạp 2,"['cgv', 'tiền', 'đóng', 'tiền', 'điện', 'phim', 'đi', 'xông_hơi', '16', '30', '6', '11', '2022', 'rạp', '2']"
Claire Nguyen,8 tháng trước,"Đi xem phim về, ấn tượng còn đọng lại là sự không trung thực của nhân viên bán bắp nước. …",1,CGV Vincom Đồng Khởi,0,đi phim ấn tượng đọng trung thực nhân viên bắp,"['đi', 'phim', 'ấn_tượng', 'đọng', 'trung_thực', 'nhân_viên', 'bắp']"
Cuộc Sống,9 tháng trước,Người xem phim thì full ghế. Đông người z mà ko mở máy lạnh. Nóng ko thể ngồi xem lâu được,1,CGV Vincom Thủ Đức,0,phim full ghế đông z ko máy lạnh nóng ko thể,"['phim', 'full', 'ghế', 'đông', 'z', 'ko', 'máy_lạnh', 'nóng', 'ko_thể']"
sa sa,9 tháng trước,mua vé gặp lại chị bầu soát giấy khai sinh đã đưa vé rồi mà lúc vào người ta lại không cho,1,CGV Celadon,0,mua vé bầu soát giấy khai sinh vé ta,"['mua', 'vé', 'bầu', 'soát', 'giấy', 'khai_sinh', 'vé', 'ta']"
vo my,một năm trước,"Khách mua bằng voucher thanh toán momo thì nv bảo rớt mạng k thanh toán momo được, rõ chán",1,CGV Vivo City,0,mua voucher toán momo nv bảo rớt mạng k toán momo chán,"['mua', 'voucher', 'toán', 'momo', 'nv', 'bảo', 'rớt', 'mạng', 'k', 'toán', 'momo', 'chán']"
Thanh Hương,11 tháng trước,"Nhân viên nữ tối 8/12/23 tư vấn thái độ kém, đi biết bao nhiêu rạp chưa thấy nv nào như vậy",1,CGV Lý Chính Thắng,0,nhân viên nữ tối 8 12 23 tư vấn thái độ kém đi bao nhiêu rạp nv,"['nhân_viên', 'nữ', 'tối', '8', '12', '23', 'tư_vấn', 'thái_độ', 'kém', 'đi', 'bao_nhiêu', 'rạp', 'nv']"
Mark Nguyen,6 năm trước,"Không bao giờ nữa.
Phí đỗ xe là 25k nếu bạn lấy xe đạp ra khỏi bãi đậu xe sau 12 giờ sáng..",1,CGV Vincom Đồng Khởi,0,bao phí đỗ xe 25k xe đạp bãi đậu xe 12,"['bao', 'phí', 'đỗ', 'xe', '25k', 'xe_đạp', 'bãi', 'đậu', 'xe', '12']"
Kim Long Hồ,một năm trước,"Đi khắp nơi không có nổi 1 chỗ để nghỉ chân, ko tinh tế bố trí thêm vài ghế ngồi cho khách.",1,CGV Vincom Center Landmark,0,đi khắp nổi 1 chỗ nghỉ chân ko tinh tế bố trí ghế,"['đi', 'khắp', 'nổi', '1', 'chỗ', 'nghỉ_chân', 'ko', 'tinh_tế', 'bố_trí', 'ghế']"
Minh Thư,một tháng trước,"Nhân viên thái độ lồi lõm, không tôn trọng khách hàng. Đang bán vé mà “I WANT TO SLEEP” ???",1,CGV Sư Vạn Hạnh,0,nhân viên thái độ lồi lõm tôn trọng hàng vé “i want to sleep”,"['nhân_viên', 'thái_độ', 'lồi_lõm', 'tôn_trọng', 'hàng', 'vé', '“', 'i', 'want', 'to', 'sleep', '”']"
Neil Thomas Kirby,6 tháng trước,"Lừa đảo.

Tôi đã trả gấp 3 lần giá vé bình thường cho vé Hạng Vàng vì đó là rạp chiếu phim …",1,CGV Vincom Đồng Khởi,0,lừa đảo gấp 3 giá vé bình vé hạng vàng rạp chiếu phim,"['lừa_đảo', 'gấp', '3', 'giá', 'vé', 'bình', 'vé', 'hạng', 'vàng', 'rạp', 'chiếu_phim']"
Hoàng Mai,5 tháng trước,Nhân viên dọn dẹp đuổi khác trong khi phim vừa tới hồi kết thôi???? Cgv làm việc kiểu gì vậy,1,CGV Satra Củ Chi,0,nhân viên dọn dẹp đuổi phim hồi kết cgv kiểu,"['nhân_viên', 'dọn_dẹp', 'đuổi', 'phim', 'hồi', 'kết', 'cgv', 'kiểu']"
Vinh Tran,6 tháng trước,"Suất tối ngày 27/5
Ghế mình đặt ở hàng F6,7,8
Mà cái ghế ướt nhẹp, dơ (dính bùn đất trên ghế)",1,CGV Vincom Center Landmark,0,suất tối 27 5 ghế hàng f6 7 8 ghế ướt nhẹp dơ dính bùn đất ghế,"['suất', 'tối', '27', '5', 'ghế', 'hàng', 'f6', '7', '8', 'ghế', 'ướt', 'nhẹp', 'dơ', 'dính', 'bùn', 'đất', 'ghế']"
Minh Khoi Phan,3 tháng trước,"Rạp số 6 bị lỗi, nhân viên đổi sang cho rạp 1 tưởng ổn rồi thì mất phụ đề. Chất lượng quá tệ.",1,CGV Vincom Đồng Khởi,0,rạp 6 lỗi nhân viên đổi rạp 1 tưởng ổn phụ đề chất tệ,"['rạp', '6', 'lỗi', 'nhân_viên', 'đổi', 'rạp', '1', 'tưởng', 'ổn', 'phụ_đề', 'chất', 'tệ']"
Max In Saigon,5 năm trước,"Tôi đến đây để xem bộ phim lớn nhất trong 10 năm qua, ""INFINITY WAR"" ở định dạng IMAX 3D. Và bằng cách nào đó, họ đã phá hỏng cảnh quay trong 20 phút cuối mà không hề cố gắng sửa nó (Hãy tưởng tượng sẽ thất vọng thế nào sau nhiều năm chờ …",1,CGV Hoàng Văn Thụ,0,"phim 10 ""infinity war"" định dạng imax 3d phá hỏng cảnh 20 phút hề cố gắng sửa tưởng tượng thất vọng chờ","['phim', '10', '""', 'infinity', 'war', '""', 'định_dạng', 'imax', '3d', 'phá', 'hỏng', 'cảnh', '20', 'phút', 'hề', 'cố_gắng', 'sửa', 'tưởng_tượng', 'thất_vọng', 'chờ']"
Jason Tran,6 tháng trước,Bạn nước nhưng không cho ly đá. They sold water bottle without giving out ice cup,1,CGV Thảo Điền,0,ly đá they sold water bottle without giving out ice cup,"['ly', 'đá', 'they', 'sold', 'water', 'bottle', 'without', 'giving', 'out', 'ice', 'cup']"
Ben Do,4 năm trước,"Nhân viên thái độ không thể chấp nhận được. Khách đứng xếp hàng chờ 20 phút đứng mua vé. Khách không mua bắp nước mà bắt người ta phải nhường cho người khác lên mua. Nhân viên còn nói "" không mua bắp nước thì nhường cho người khác mua. xui lắm""",1,CGV Cresent Mall,0,"nhân viên thái độ thể chấp đứng xếp hàng chờ 20 phút đứng mua vé mua bắp bắt ta nhường mua nhân viên "" mua bắp nhường mua xui lắm""","['nhân_viên', 'thái_độ', 'thể', 'chấp', 'đứng', 'xếp_hàng', 'chờ', '20', 'phút', 'đứng', 'mua', 'vé', 'mua', 'bắp', 'bắt', 'ta', 'nhường', 'mua', 'nhân_viên', '""', 'mua', 'bắp', 'nhường', 'mua', 'xui', 'lắm', '""']"
Trần Nguyễn Quế Trân,8 tháng trước,Hôm nay mình đặc vé xem phim Quý Cô Thừa Kế 2 xuất 23h30. Đúng là xuất cuối cùng của rạp tuy nhiên bên rạp lại không hề dọn lại sau xuất chiếu trước mình vào rạp cực kì dơ. Mình coi khá nhiều ở CGV và đây là lần đầu mình khá thấy vọng về CGV… Rạp chỉ có bốn người và đây là hình ảnh mình chụp lại,1,CGV Lý Chính Thắng,0,hôm đặc vé phim quý thừa kế 2 xuất 23h30 xuất rạp nhiên rạp hề dọn xuất chiếu rạp cực kì dơ coi cgv đầu vọng cgv rạp bốn hình ảnh chụp,"['hôm', 'đặc', 'vé', 'phim', 'quý', 'thừa_kế', '2', 'xuất', '23h30', 'xuất', 'rạp', 'nhiên', 'rạp', 'hề', 'dọn', 'xuất', 'chiếu', 'rạp', 'cực_kì', 'dơ', 'coi', 'cgv', 'đầu', 'vọng', 'cgv', 'rạp', 'bốn', 'hình_ảnh', 'chụp']"
Bao Lam,5 năm trước,"Quá tệ, nhân viên hờ hững với khách, khinh thường khách không biết nói sao. Dẫu biết 1 khách hàng không thể làm được gì nhưng vẫn mong muốn góp ý, khách bỏ tiền ra mua vé mà coi như đi xin , thắc mắc hỏi lại có thái độ coi thường như vậy. Có lẽ sẽ không bao h bước vào chỗ này nữa và rạp cgv nữa.",1,CGV Saigonres Nguyễn Xí,0,tệ nhân viên hờ hững khinh 1 hàng thể mong góp tiền mua vé coi đi thắc mắc thái độ coi lẽ bao h chỗ rạp cgv,"['tệ', 'nhân_viên', 'hờ_hững', 'khinh', '1', 'hàng', 'thể', 'mong', 'góp', 'tiền', 'mua', 'vé', 'coi', 'đi', 'thắc_mắc', 'thái_độ', 'coi', 'lẽ', 'bao', 'h', 'chỗ', 'rạp', 'cgv']"
Trọng Tiến Ngô,9 tháng trước,"Rạp máy, phim hay nhưng thái độ nhân viên bán vé như muốn làm cha làm mẹ khách hàng, mới đầu tới không thấy chào hỏi mà nghe được là “phim gì?”, quá trình sau đó bạn nhân viên cư xử cũng vô cùng tệ. Ok có thể do khách đông bạn mệt nhưng nếu rạp tiếp tục training nhân viên có thái độ như vậy thì mình vẫn đánh giá xấu tiếp tục",1,CGV Sư Vạn Hạnh,0,rạp máy phim thái độ nhân viên vé mẹ hàng đầu chào “phim ” trình nhân viên cư xử vô tệ ok thể đông mệt rạp tiếp tục training nhân viên thái độ đánh giá xấu tiếp tục,"['rạp', 'máy', 'phim', 'thái_độ', 'nhân_viên', 'vé', 'mẹ', 'hàng_đầu', 'chào', '“', 'phim', '”', 'trình', 'nhân_viên', 'cư_xử', 'vô', 'tệ', 'ok', 'thể', 'đông', 'mệt', 'rạp', 'tiếp_tục', 'training', 'nhân_viên', 'thái_độ', 'đánh_giá', 'xấu', 'tiếp_tục']"
