reviewer,time,context,ranking,Chi nhánh,Sentiment
An Trương,2 năm trước,Lúc đó mình nhờ chị nhân viên bỏ bắp nước tận mấy lần mà chị cứ để lại nên bạn mình buộc phải chọn hết cả trăm nghìn. Mình không biết bạn có đang chạy KPI không nhưng cách phục vụ không tốt. …,1,CGV Cresent Mall,0
Nguyen Kenny,một năm trước,"Nằm trong 1 trung tâm tệ nên rạp cũng tệ, không nhân viêt soát vé , ai vô cũng được, ghế bảo trì xong vẫn dán giấy ko sử dụng làm loay hoay không biết nên ngồi không? Không ra hỏi cũng ko biết,",1,CGV Vincom Center Landmark,0
Jeramie Kramer,một năm trước,Họ sẽ không cho một đứa trẻ 13 tuổi đi xem phim cùng bố mẹ vì nó được xếp hạng T16. Họ nghĩ rằng họ biết rõ hơn cha mẹ. Dịch vụ khách hàng tồi tệ nhất và cần cho phép phụ huynh đưa ra lựa chọn.,1,CGV Vincom Center Landmark,0
Tony Nguyen,một năm trước,Mình khá là thất vọng vì đến hôm nay có rất nhiều sự lựa chọn thay thế tốt hơn cho môi trường nhưng CGV vẫn chọn sử dụng ống hút nhựa sử dụng một lần trong khi phần combo này không hề rẻ (128k),1,CGV Thảo Điền,0
Như Quỳnh,9 tháng trước,"Mình đi xem phim lúc sáng suất 9h
Bắp khô và cũ (như ảnh), ăn đau răng. Mình đã nghĩ bắp sáng phải mới và nóng.
Ngoài ra, đến nay ngày thứ 2, mình vẫn còn đau bụng nhẹ, bụng sột sột từ lúc ăn …",1,CGV Hoàng Văn Thụ,0
Le Kien,một năm trước,"Làm ơn vệ sinh màn chiều ở rạp số 7 (IMAX). Đợt trước mình đi xem Mission Impossible đã thấy vết bẩn đó ở giữa khung hình, xem rất khó chịu. Hôm qua đi xem Oppenheimer thì vết bẩn vẫn còn đó...",1,CGV Vivo City,0
Hoang Quyen,2 năm trước,"Hôm qua đi xem phòng 6, phòng rất nhỏ & chật, đèn chữ cái của từng dãy ghế rất mờ, khó tìm, ghế dựng đứng ngồi lâu mỏi lắm luôn, máy lạnh mở muốn đóng băng luôn ấy. Nói chung trải nghiệm khá tệ!",1,CGV CT,0
Khanh Do,11 tháng trước,"Rạp gần nhà nên cả năm đi hơn 20 chục lần. Mà nay rất bực mình khi đã nói rõ mua combo 1 bắp 1 nước mà bạn nhân viên vẫn lừa bán cho bạn mình combo có thêm gói snack, mắc hơn mấy chục ngàn. CHÁN",1,CGV Vivo City,0
Văn Khánh Triều,một năm trước,"CHỊ NHÂN VIÊN BÁN MẮM CHUA NHƯ MẮM
Quá nhiều loại nên mình mới chỉ tay và bảo món trong cùng thì c ấy nói khá khó chịu là “ có tên trên bảng đấy ạ”. Mua xong lúc mình đi còn lườm mình nữa. Chắc …",1,CGV Celadon,0
Thu Lieu,một năm trước,"Mua vé 23:10 mà 23:05 vào cửa bị đóng hết không tìm được đường vào. Có nhờ chú bảo vệ dắt tới B1 vẫn không vào được.
Gọi tổng đài cũng không được. Mất 2 vé và ve bắp nước vô lý. Mở chiếu trễ mà …",1,CGV Vincom Center Landmark,0
Thanh Xuẩn,2 tuần trước,"ngày hôm qua ghé rạp, nhưng mà có 1 bạn nhân viên có thái độ không thân thiện với mình, khiến cho mình không cảm thấy vui vẻ trước khi xem phim. cảm thấy thất vọng! sẽ không quay lại rạp này nữa.",1,CGV Hùng Vương Plaza,0
phat le,7 tháng trước,"Rạp nhỏ ghế ngồi thì quá thấp so với màn, ngồi hàng ghế cao nhất luôn nhưng vẫn thấp . Ghế thì cũ ngồi cứ nghe cọt cẹt, chiếu phim thì cái đèn thoát hiểm quá sáng ảnh hưởng đến chất lượng hình ảnh",1,CGV Cresent Mall,0
Phương Nguyễn,5 tháng trước,"vào ngày hôm qua 22h20 12/6/2024 tụi mình đi nhóm 5 người vào xem suất chiếu 22h20 phim Gia tài của ngoại, lúc vào thì tụi mình gặp nhân viên soát vé (bạn nam đeo kính) thì tụi mình nhận được thông tin là phải đóng dấu vào THẺ XE thì mới …",1,CGV Sư Vạn Hạnh,0
Hieu Nguyen Hoang,6 tháng trước,Cgv của nơi này thật không ổn và có phầm có mùi . Nhân viên tuồng ấn phẩm ra bán trong khi chỉ một buổi sáng là hết ấn phẩm,1,CGV AEON Bình Tân,0
Van Nguyen,5 tháng trước,"Chiếu lộn từ phim hoạt hình thành phim 18+ máu me giết người, sau khi phản ánh thì 15 phút sau mới ngưng chiếu và đổi phim",1,CGV Vincom Đồng Khởi,0
Trùng Dương Đỗ,9 tháng trước,Nhân viên nam ở quầy bán vé mặt không vui. Thái độ khó chịu,1,CGV Vincom Đồng Khởi,0
quach phong,5 tháng trước,Mọi người ăn nhớ để ý bắp để qua mấy ngày mà vẫn đem ra bán,1,CGV Sư Vạn Hạnh,0
Hợp Nguyễn Quang,2 tuần trước,Mua mé Lamour gần 600k cho một bộ phim mà cái gối thúi kinh,1,CGV Hoàng Văn Thụ,0
Do Hieu (hieuh2d),3 tháng trước,Tệ..bãi gửi xe ko có bảo vệ hướng dẫn...vào quay ra lấy 20k,1,CGV Vincom Đồng Khởi,0
Min,7 tháng trước,Nhân viên thiếu chuyên nghiệp. Không giải quyết được vấn đề,1,CGV Cresent Mall,0
Trọng Thắng Vũ,5 tháng trước,"Thái độ nhân viên không tốt
Khinh thường, xỉ nhục khách hàng",1,CGV Pandora City,0
Derek Lin,4 tháng trước,Nhân viên phục vụ rất thiếu chuyên nghiệp và dịch vụ rất kém,1,CGV Vivo City,0
Minh Pham,3 tháng trước,"Rạp chán xấu, thang máy k hoạt động. Nhân viên nhìn chán đời",1,CGV Pandora City,0
Đăng Khoa Nguyễn,4 tháng trước,"nhân viên vô duyên , khách chụp hình cả đám chỉ trỏ cười nhạo",1,CGV Sư Vạn Hạnh,0
賴恩丞,8 tháng trước,"Họ bật đèn 30 phút trước khi phim kết thúc, trải nghiệm rất tệ",1,CGV Liberty Citypoint,0
Nguyễn Thị Thanh Trúc 21-02-01,một năm trước,Tẩy chay rạp thì book pr bẩn Miko Lan Trinh. Hám fame bất chấp,1,CGV Vincom Đồng Khởi,0
long van thuan,một tuần trước,"Nhân viên không nhiệt tình, cho 1 sao, rạp ngày càng xuống cấp",1,CGV Vincom Gò vấp,0
THẮNG NGUYỄN,một năm trước,Ghế M9M10 có mùi chuột chết ghế ngồi thì gãy không ghé lần sau,1,CGV Vincom Gò vấp,0
Liên Hồ,một tháng trước,Nhân viên nữ lúc 23:10 tối ngày 12/10 thái độ với khách hàng !,1,CGV Lý Chính Thắng,0
Tâm Nguyễn,một tháng trước,Vé lmour 600k nhưng không có tiền vệ sinh gối 😀 gối nặng mùi …,1,CGV Hoàng Văn Thụ,0
Thuueyn1999. Email.com,3 tháng trước,"Tệ, nhân viên tệ, không tư vấn, tư vấn không hết sản phẩm.",1,CGV Satra Củ Chi,0
Thông Phạm,4 tháng trước,"Âm thanh thì bị lỗi , hết phim cũng ko mở đèn lên cho khách ra",1,CGV Cresent Mall,0
Đình Nhân Nguyễn,một năm trước,"1 lần chậm chạp xử lí phiếu gotit, 1 lần hướng dẫn sai rạp",1,CGV Vincom Gò vấp,0
Khuê Đoàn Ngọc,2 tuần trước,Nhân viên ko chủ động tbao về ctrinh giá vé cho khách hàng,1,CGV Giga Mall Thủ Đức,0
thuongmai shop,một tháng trước,"Toàn phim dở, dô toàn coi quảng cáo 22phút. Phí tiền",1,CGV Vivo City,0
Vinh Ton,6 tháng trước,Nhân viên rất tệ ( khung giờ 22 : 10 ngày 11/5/2024 ),1,CGV Lý Chính Thắng,0
M I H U,10 tháng trước,"rạp rất ồn, siêu ồn, cực kỳ ồn, đang xem thì mất hình",1,CGV Vivo City,0
Lâm Ngọc Diệu,một năm trước,"Đang xem phim thì máy lạnh k hoạt động, rất nóng luôn!",1,CGV Thảo Điền,0
Dinh Bui,9 tháng trước,"Bãi giữ xe thái độ tồi tệ, phân biệt đối xử khách hàng",1,CGV Saigonres Nguyễn Xí,0
NAM (LangThang),một tháng trước,2 vé . 2 ly nước 400k mắc hơn tất cả các rạp t từng xem,1,CGV Cresent Mall,0
Hùng Đào,4 tháng trước,Quá nhiều quảng cáo nhảm nhí tốn thời gian của người xem,1,CGV Celadon,0
Kim Ngân Dương,7 tháng trước,"Thái độ phục vụ kém
Không tư vấn rõ ràng các gói dịch vụ",1,CGV AEON Bình Tân,0
thuan nguyen,6 năm trước,"Đã khai trương nhưng chưa chiếu, mình hỏi nhân viên bị lơ",1,CGV Satra Củ Chi,0
công minh,một năm trước,"Có cái phim cũng chiếu lộn,không phải 1 mà hẳn hai lần🙂 …",1,CGV Vincom Gò vấp,0
김철원,5 năm trước,Không có người và không có gì để làm ngoài việc xem phim.,1,CGV Vincom Gò vấp,0
Minh Anh Nguyễn,một tháng trước,Nhân viên cgv ở đây tỏ thái độ không tôn trọng khách hàng,1,CGV Sư Vạn Hạnh,0
Ngọc Hùng Lê Phan,7 tháng trước,Lần đầu tiên đi xem phim mà tắt máy lạnh như cgv này luôn,1,CGV Vincom Thủ Đức,0
Trung Ngo,7 tháng trước,Ghế ngồi quá bẩn. Nv cố ý chỉ tư vấn bán nước theo combo.,1,CGV Hùng Vương Plaza,0
Hai Pham,một năm trước,Tim lịch xem phim qua cgv mà tổng đài tự động ko có hỗ trợ,1,CGV Thảo Điền,0
Minh Phương,3 tháng trước,"Nhân viên thái độ khó chịu thật sự, coi thường khách hàng.",1,CGV Sư Vạn Hạnh,0
KIỀU NGUYỄN THỊ THÚY,6 tháng trước,"Thái độ nhân viên k lịch sự, khó chịu với khách hàng",1,CGV Celadon,0
Ngoc Than,3 tháng trước,Rạp nhiều muỗi. Nhà vệ sinh nữ dơ bao năm qua không cải thiện.,1,CGV Sư Vạn Hạnh,0
ANH QUOC,một năm trước,Rạp quá xấu. Không mang lại trải nghiệm tốt như các rạp CGV khác,1,CGV Celadon,0
yen nhi,một năm trước,Thái độ nhân viên bảo vệ đối với khách hàng cực kì cọc cằn và khó chịu,1,CGV Vincom Đồng Khởi,0
Trường Nguyễn lâm,7 tháng trước,Chưa bao giờ thấy một nơi nào làm việc thiếu chuyên nghiệp đến như vậy,1,CGV Hoàng Văn Thụ,0
Ngân Nguyễn,6 tháng trước,thái độ nhân viên không tốt khó chịu với khách hàng nhằn mâm sáng chén,1,CGV Celadon,0
Jenny Tran,một năm trước,"Giá vé đắc quá, đợi phim cũng lâu quảng cáo quá nhiều, dịch vụ hời hợt",1,CGV Pandora City,0
Trinh Nguyen Thi Viet,một năm trước,"Bắp nước giá trên mây í. 243k cho 1 combo bắp nước, mắc hơn cả giá vé.",1,CGV Lý Chính Thắng,0
Đạt Nguyễn thành,một năm trước,"1 trải ngiệm tồi tệ tại quầy thu ngân
21:50,thứ tư 12 tháng 7 năm 2023",1,CGV Vincom Thủ Đức,0
Thành Nam,7 tháng trước,ko lùa đc combo bắp nước mà có thêm bình là thái độ ra mặt luôn nha :)),1,CGV Pandora City,0
Đại Lê,một tháng trước,"Đi coi phim đêm, rạp tắt máy lạnh, nhỏ bên rên nóng quá không chịu được",1,CGV Hùng Vương Plaza,0
Nguyễn Hiền,2 tháng trước,"Chăm sóc khách hàng quá tệ
Khách mua vé yêu cầu hỗ trợ đổi vé làm khó dễ",1,CGV Thảo Điền,0
BlackSun,2 năm trước,Rạp cúp điện mà chưa xem được phim nữa.. bắt ra chờ mà ko hoàn lại tiền.,1,CGV Pandora City,0
minhtu nguyenquoc,5 năm trước,"Quá tệ, xuất 22h30 ko có máy lạnh xem quá nóng. Ko gian nhỏ xem ko happy",1,CGV Saigonres Nguyễn Xí,0
Writing AE2,5 năm trước,Các nhân viên đối xử tệ với tôi. Họ có hành vi và thái độ thực sự tồi tệ,1,CGV Sư Vạn Hạnh,0
Anh Nguyễn Đức,5 tháng trước,"Nhân viên phục vụ kém, vào trong rạp cốc nước đổ đầy ra sàn ko có ai dọn.",1,CGV Vincom Thủ Đức,0
Thiên Phúc (Phúc),5 tháng trước,"Xem phim mà cái màn hình tối thui, cái góc màn hình rạp 2 bị rè 1 góc, tệ",1,CGV Celadon,0
Vũ Như Thảo,9 tháng trước,Tôi có trải nghiệm không tốt khi nhân viên luôn miệng nói tôi “cheating”.,1,CGV Liberty Citypoint,0
Trần Huỳnh Mơ,2 tháng trước,"Chê nặng quản lí ca sáng 30/9 cách xử lí vấn đề, thiếu tình người 🙂 …",1,CGV Giga Mall Thủ Đức,0
Khanh Le,6 tháng trước,"Nhân viên tư vấn không rõ ràng
Thái độ không tốt với khách hàng",1,CGV Cresent Mall,0
Đạt Minh Võ,2 năm trước,Thiếu nhân sự. Ghế không được đánh dấu bằng số. Thang máy thật kỳ lạ.,1,CGV CT,0
Van Anh,7 tháng trước,đi dô rạp phim mà t tưởng đang ở 18 tầng địa ngục... nóng cở 46 độ á,1,CGV Vincom Thủ Đức,0
Tuyền Võ,một tháng trước,"Thái độ nhân viên rất tệ, cần training lại (ko bao giờ quay lại)",1,CGV CT,0
Thanh Thương,4 tuần trước,cgv chuyên gia lừa mua bình nước luôn ạ thấy ghét thiệt moá cayyy,1,CGV Vincom Thủ Đức,0
Tan trung Nguyen,một năm trước,"Thanh toán tại quầy thu ngân là quá tệ, có thể là quản lý khá kém",1,CGV Pandora City,0
Kevin trần,6 tháng trước,"Hỗ trợ khách hàng chưa được tốt, dịch vụ không xứng với giá tiền.",1,CGV Thảo Điền,0
Nhân Triệu,4 tháng trước,"Thái độ nhân viên khó chịu, gây khó chịu, đối chấp với khách hàng",1,CGV Cresent Mall,0
Toàn Phan,một năm trước,Hệ thống âm thanh của rạp cực kỳ thấp. Không thể nghe thấy gì cả.,1,CGV Lý Chính Thắng,0
Nhat Nguyen,8 tháng trước,Đề nghị không đậu xe đường phía sau để tránh gây ùn tắc giao thông,1,CGV Giga Mall Thủ Đức,0
Ai phi Truong,một năm trước,"Vé thì đắt, rạp cũ rích, đi xem về muỗi cắn đầy chân luôn , quá tệ",1,CGV CT,0
Quang Đại,một năm trước,Công ty cổ phần đầu tư và phát triển môi trường việt thắng LỪA ĐẢO,1,CGV Vincom Gò vấp,0
Myquan Trinh,5 tháng trước,Trãi nghiệm tệ. Có thể đi cgv là sự hối hận nhất mà mình làm đấy ạ,1,CGV Celadon,0
Ann Sing Yu,một năm trước,Tôi không tìm được rạp nên tôi hỏi bảo vệ thì họ bảo rạp đóng cửa.,1,CGV CT,0
Kim Hằng Nguyễn Ngọc,3 tháng trước,Coi phim này nhưng đưa quà phim khác. Khi hỏi đổi nv còn k chịu đổi,1,CGV Satra Củ Chi,0
Mr Nguyen,một năm trước,Ở đây có phục vụ Riêng tư - You can buy all ticket for your privacy,1,CGV Thảo Điền,0
JJC,2 năm trước,"Rạp chiếu phim mới nhưng pb là không có phim hay để xem
Không, không",1,CGV Lý Chính Thắng,0
Lee Le,một năm trước,"Rạp chiếu phim mà không biết tắt đèn, nhân viên thái độ lồi lõm, tệ!",1,CGV Sư Vạn Hạnh,0
Binh My,2 tháng trước,nhân viên thái độ khinh thừong với khách hàng vì khách hàng nhỏ tuổi,1,CGV Celadon,0
Thu Huyền,7 tháng trước,mở suất xem phim trễ xong khoá cửa cho khách đi đường xử lý rác là sao dị,1,CGV Vincom Center Landmark,0
trinh Ngoc,6 tháng trước,vô phim 10p vẫn ko tắt đèn rạp. Khách phải ra gọi nv,1,CGV Vincom Gò vấp,0
Hanna Kiêu Oanh,10 tháng trước,Trả Tiền Cho con ng ta ăn tết chứ quả drama  quá dữ,1,CGV Vincom Đồng Khởi,0
Trúc Quỳnh Nguyễn,một tháng trước,Nữ nhân viên bán vé thái độ,1,CGV Lý Chính Thắng,0
HTT Gaming,2 năm trước,Phim như hạch dm bọn xảo lở,1,CGV Satra Củ Chi,0
Bụi Tây Nguyên,một năm trước,Vào tollet là riêng tư nhất,1,CGV Satra Củ Chi,0
Vũ Hồ,5 tháng trước,Trải nghiệm rất tệ tại đây.,1,CGV Pandora City,0
Thanh Phạm,một tháng trước,Chung kết lol âm thâm quá tệ,1,CGV Hùng Vương Plaza,0
tri thanh Duong nguyen,5 năm trước,Quá nóng khi xem phim sau 22h,1,CGV Vincom Thủ Đức,0
Luong viet Vinh,một tháng trước,"Kẹt xe quá, xe máy nhiều quá,",1,CGV Vincom Gò vấp,0
Triệu Nhi,3 tháng trước,Tệ nhất từ trước tới nay 🥹🥹🥹 …,1,CGV Pandora City,0
Như Ngọc,một tháng trước,"Rạp có mùi như ẩm mốc, hôi lắm",1,CGV Vincom Gò vấp,0
khachuy tran le,3 tháng trước,"1 sao cho nhân viên bắp nước
tệ",1,CGV Hoàng Văn Thụ,0
